Date,HomeTeam,AwayTeam,HS,AS,HST,AST,FTHG,FTAG,WRH,WRA,PH,PA,FTR
18/03/18,Milan,Chievo,18,6,6,2,3,2,43,28,5,-3,H
18/03/18,Napoli,Genoa,16,12,4,3,1,0,64,32,2,-1,H
18/03/18,Sampdoria,Inter,10,15,2,8,0,5,33,47,-1,2,A
18/03/18,Torino,Fiorentina,10,13,3,5,1,2,33,44,-3,2,A
18/03/18,Verona,Atalanta,6,24,0,11,0,5,21,35,-1,1,A
31/03/18,Atalanta,Udinese,23,9,7,2,2,0,36,29,2,-5,H
31/03/18,Bologna,Roma,6,17,1,5,1,1,30,61,-1,2,D
31/03/18,Cagliari,Torino,9,13,2,6,0,4,28,33,-2,-3,A
31/03/18,Chievo,Sampdoria,7,15,4,7,2,1,29,33,-1,-3,H
31/03/18,Fiorentina,Crotone,15,6,6,2,2,0,44,22,4,-3,H
31/03/18,Genoa,Spal,15,7,2,4,1,1,32,16,-2,2,D
31/03/18,Inter,Verona,23,8,4,1,3,0,48,21,2,-1,H
31/03/18,Juventus,Milan,7,10,4,5,3,1,75,42,4,3,H
31/03/18,Lazio,Benevento,27,6,14,3,6,2,51,10,1,-3,H
31/03/18,Sassuolo,Napoli,10,12,4,4,1,1,33,63,-1,1,D
03/04/18,Atalanta,Sampdoria,16,10,1,3,1,2,36,34,1,-1,A
03/04/18,Genoa,Cagliari,8,9,2,4,2,1,32,28,-2,-2,H
03/04/18,Udinese,Fiorentina,13,15,4,4,0,2,29,45,-5,5,A
04/04/18,Benevento,Verona,22,3,15,0,3,0,13,20,-3,-1,H
04/04/18,Chievo,Sassuolo,6,12,2,4,1,1,29,33,-2,0,D
04/04/18,Milan,Inter,13,14,3,2,0,0,42,47,2,3,D
04/04/18,Torino,Crotone,9,12,5,2,4,1,34,22,-1,-3,H
07/04/18,Benevento,Juventus,16,15,6,5,2,4,12,75,-3,4,A
07/04/18,Roma,Fiorentina,25,4,9,3,0,2,60,45,2,5,A
07/04/18,Sampdoria,Genoa,18,7,4,2,0,0,33,32,-2,-1,D
07/04/18,Spal,Atalanta,8,19,4,6,1,1,16,35,1,0,D
08/04/18,Crotone,Bologna,6,11,5,1,1,0,23,29,-1,-3,H
08/04/18,Milan,Sassuolo,22,8,8,3,1,1,42,33,1,1,D
08/04/18,Napoli,Chievo,31,4,12,2,2,1,63,29,1,-2,H
08/04/18,Torino,Inter,10,15,3,8,1,0,34,47,1,1,H
08/04/18,Udinese,Lazio,10,14,3,4,1,2,29,51,-5,1,A
08/04/18,Verona,Cagliari,11,10,4,3,1,0,21,28,-1,-2,H
14/04/18,Atalanta,Inter,16,10,4,2,0,0,35,47,1,1,D
14/04/18,Cagliari,Udinese,12,7,3,1,2,1,28,28,-1,-5,H
14/04/18,Chievo,Torino,6,12,0,3,0,0,28,34,-1,2,D
14/04/18,Genoa,Crotone,17,10,5,1,1,0,32,22,1,-3,H
15/04/18,Bologna,Verona,14,8,6,1,2,0,30,21,-1,-3,H
15/04/18,Fiorentina,Spal,24,4,6,1,0,0,45,15,4,0,D
15/04/18,Juventus,Sampdoria,16,8,5,3,3,0,76,33,4,-2,H
15/04/18,Lazio,Roma,7,10,1,1,0,0,51,60,2,1,D
15/04/18,Milan,Napoli,13,15,2,4,0,0,41,63,0,2,D
15/04/18,Sassuolo,Benevento,15,10,3,2,2,2,32,12,1,-2,D
17/04/18,Inter,Cagliari,20,0,9,0,4,0,47,28,1,-3,H
18/04/18,Benevento,Atalanta,12,12,4,8,0,3,12,36,-2,1,A
18/04/18,Crotone,Juventus,9,13,3,4,1,1,22,75,-2,3,D
18/04/18,Fiorentina,Lazio,13,17,6,8,3,4,44,51,2,3,A
18/04/18,Napoli,Udinese,18,19,9,5,4,2,63,28,3,-5,H
18/04/18,Roma,Genoa,15,5,6,1,2,1,60,32,1,1,H
18/04/18,Sampdoria,Bologna,16,11,2,2,1,0,34,30,0,-1,H
18/04/18,Spal,Chievo,9,6,1,0,0,0,15,28,0,0,D
18/04/18,Torino,Milan,12,9,5,5,1,1,34,41,3,-1,D
18/04/18,Verona,Sassuolo,9,15,2,5,0,1,21,33,-3,1,A
21/04/18,Milan,Benevento,21,5,6,1,0,1,41,14,-1,0,A
21/04/18,Sassuolo,Fiorentina,10,6,6,1,1,0,33,44,2,0,H
21/04/18,Spal,Roma,6,14,3,7,0,3,14,60,-1,1,A
22/04/18,Atalanta,Torino,22,10,8,1,2,1,36,33,1,1,H
22/04/18,Cagliari,Bologna,13,5,2,2,0,0,28,30,-2,-1,D
22/04/18,Chievo,Inter,13,11,6,5,1,2,28,48,-2,1,A
22/04/18,Juventus,Napoli,4,12,0,4,0,1,75,63,2,3,A
22/04/18,Lazio,Sampdoria,15,6,9,2,4,0,52,33,4,0,H
22/04/18,Udinese,Crotone,15,11,6,2,1,2,28,23,-5,0,A
23/04/18,Genoa,Verona,18,13,8,3,3,1,33,20,2,-3,H
28/04/18,Inter,Juventus,10,13,5,4,2,3,47,75,0,2,A
28/04/18,Roma,Chievo,15,12,7,6,4,1,61,28,2,-3,H
29/04/18,Atalanta,Genoa,13,12,6,3,3,1,36,32,3,0,H
29/04/18,Benevento,Udinese,12,15,6,6,3,3,14,28,-1,-4,D
29/04/18,Bologna,Milan,12,9,7,4,1,2,29,41,-2,0,A
29/04/18,Crotone,Sassuolo,11,14,7,6,4,1,24,33,2,1,H
29/04/18,Fiorentina,Napoli,28,4,10,1,3,0,45,63,0,2,H
29/04/18,Sampdoria,Cagliari,15,6,6,2,4,1,34,27,0,-2,H
29/04/18,Torino,Lazio,8,16,2,6,0,1,33,52,-1,4,A
29/04/18,Verona,Spal,11,17,5,6,1,3,20,17,-3,0,A
05/05/18,Juventus,Bologna,15,6,6,3,3,1,75,29,2,-2,H
05/05/18,Milan,Verona,17,8,10,2,4,1,42,20,1,-5,H
06/05/18,Cagliari,Roma,12,9,3,1,0,1,27,61,-2,4,A
06/05/18,Chievo,Crotone,11,13,3,3,2,1,28,24,-1,0,H
06/05/18,Genoa,Fiorentina,7,19,3,10,2,3,32,45,-1,0,A
06/05/18,Lazio,Atalanta,13,20,2,6,1,1,52,36,3,3,D
06/05/18,Napoli,Torino,19,5,5,2,2,2,63,33,1,-2,D
06/05/18,Sassuolo,Sampdoria,18,2,7,0,1,0,34,34,2,-1,H
06/05/18,Spal,Benevento,6,12,4,3,2,0,19,13,1,-1,H
06/05/18,Udinese,Inter,9,26,2,12,0,4,28,48,-4,2,A
12/05/18,Benevento,Genoa,14,13,3,5,1,0,16,32,0,-3,H
12/05/18,Inter,Sassuolo,16,13,8,5,1,2,47,34,1,3,A
13/05/18,Atalanta,Milan,24,5,5,2,1,1,36,41,3,1,D
13/05/18,Bologna,Chievo,7,13,3,7,1,2,29,29,-4,0,A
13/05/18,Crotone,Lazio,6,18,3,7,2,2,24,51,1,3,D
13/05/18,Fiorentina,Cagliari,14,14,0,2,0,1,45,28,-1,-2,A
13/05/18,Roma,Juventus,9,7,2,0,0,0,60,74,4,1,D
13/05/18,Sampdoria,Napoli,11,17,2,9,0,2,33,63,-1,2,A
13/05/18,Torino,Spal,18,10,10,4,2,1,33,18,-1,0,H
13/05/18,Verona,Udinese,11,13,1,5,0,1,20,28,-5,-2,A
19/05/18,Juventus,Verona,26,9,13,3,2,1,75,20,2,-5,H
20/05/18,Cagliari,Atalanta,6,12,4,4,1,0,28,36,0,1,H
20/05/18,Chievo,Benevento,8,12,5,1,1,0,29,15,1,0,H
20/05/18,Genoa,Torino,12,4,2,2,1,2,32,34,-3,0,A
20/05/18,Lazio,Inter,14,15,4,6,2,3,51,48,1,1,A
20/05/18,Milan,Fiorentina,18,9,11,3,5,1,42,44,2,-1,H
20/05/18,Napoli,Crotone,19,9,9,4,2,1,63,23,2,0,H
20/05/18,Sassuolo,Roma,16,15,3,6,0,1,34,61,1,4,A
20/05/18,Spal,Sampdoria,16,9,6,3,3,1,21,33,1,-3,H
20/05/18,Udinese,Bologna,20,8,5,5,1,0,28,28,0,-4,H
18/08/2018,Chievo,Juventus,7,23,2,11,2,3,29,75,1,4,A
18/08/2018,Lazio,Napoli,9,11,5,6,1,2,51,63,-1,2,A
19/08/2018,Bologna,Spal,8,10,3,5,0,1,28,23,-5,3,A
19/08/2018,Empoli,Cagliari,9,12,4,5,2,0,25,28,-1,-1,H
19/08/2018,Parma,Udinese,9,16,6,6,2,2,15,28,-1,1,D
19/08/2018,Sassuolo,Inter,7,11,5,4,1,0,34,47,1,-1,H
19/08/2018,Torino,Roma,8,16,5,13,0,1,34,61,0,4,A
20/08/2018,Atalanta,Frosinone,16,6,10,1,4,0,36,20,1,-4,H
25/08/2018,Juventus,Lazio,14,8,9,3,2,0,75,50,4,-3,H
25/08/2018,Napoli,Milan,21,6,13,4,3,2,64,41,4,2,H
26/08/2018,Cagliari,Sassuolo,12,12,7,6,2,2,28,34,0,2,D
26/08/2018,Fiorentina,Chievo,19,5,15,3,6,1,45,29,1,1,H
26/08/2018,Frosinone,Bologna,11,10,7,5,0,0,20,28,-3,-4,D
26/08/2018,Genoa,Empoli,10,12,4,8,2,1,32,25,-3,-3,H
26/08/2018,Inter,Torino,9,10,6,7,2,2,47,33,0,1,D
26/08/2018,Spal,Parma,15,3,5,0,1,0,25,15,3,-2,H
26/08/2018,Udinese,Sampdoria,13,9,5,4,1,0,29,33,2,-3,H
27/08/2018,Roma,Atalanta,21,17,11,10,3,3,61,36,3,0,D
31/08/2018,Milan,Roma,18,6,9,3,2,1,42,60,2,1,H
01/09/2018,Bologna,Inter,7,10,1,4,0,3,28,47,-4,0,A
01/09/2018,Parma,Juventus,8,20,7,10,1,2,14,75,-2,4,A
02/09/2018,Atalanta,Cagliari,8,4,5,3,0,1,36,29,-1,2,A
02/09/2018,Chievo,Empoli,11,12,5,4,0,0,29,24,0,-2,D
02/09/2018,Fiorentina,Udinese,13,4,4,1,1,0,45,29,1,2,H
02/09/2018,Lazio,Frosinone,17,7,8,5,1,0,51,19,-2,-4,H
02/09/2018,Sampdoria,Napoli,7,12,4,6,3,0,33,63,-3,3,H
02/09/2018,Sassuolo,Genoa,10,11,8,8,5,3,34,32,2,-3,H
02/09/2018,Torino,Spal,10,8,7,3,1,0,34,24,2,1,H
15/09/2018,Frosinone,Sampdoria,6,10,2,7,0,5,19,34,-4,-1,A
15/09/2018,Inter,Parma,24,8,11,6,0,1,47,16,0,-1,A
15/09/2018,Napoli,Fiorentina,19,7,5,3,1,0,63,45,3,-1,H
16/09/2018,Cagliari,Milan,7,12,3,7,1,1,28,41,1,1,D
16/09/2018,Empoli,Lazio,10,16,3,9,0,1,24,51,-2,-1,A
16/09/2018,Genoa,Bologna,10,8,5,2,1,0,32,28,-1,-4,H
16/09/2018,Juventus,Sassuolo,16,10,6,6,2,1,75,34,5,0,H
16/09/2018,Roma,Chievo,15,10,9,5,2,2,60,28,1,-1,D
16/09/2018,Udinese,Torino,7,9,3,4,1,1,28,34,1,1,D
17/09/2018,Spal,Atalanta,13,13,6,4,2,0,26,35,3,-2,H
19/09/2018,Sampdoria,Fiorentina,8,14,4,9,1,1,34,44,0,0,D
21/09/2018,Sassuolo,Empoli,20,16,10,11,3,1,35,24,2,-2,H
22/09/2018,Fiorentina,Spal,15,5,5,2,3,0,45,25,2,1,H
22/09/2018,Parma,Cagliari,14,9,8,3,2,0,18,28,0,-1,H
22/09/2018,Sampdoria,Inter,9,14,4,5,0,1,33,47,0,0,A
23/09/2018,Bologna,Roma,7,20,2,9,2,0,28,59,-2,-1,H
23/09/2018,Chievo,Udinese,10,9,4,7,0,2,28,29,-3,1,A
23/09/2018,Frosinone,Juventus,2,18,0,8,0,2,18,75,-4,5,A
23/09/2018,Lazio,Genoa,16,8,8,4,4,1,51,32,1,-1,H
23/09/2018,Milan,Atalanta,14,13,8,8,2,2,41,35,1,-1,D
23/09/2018,Torino,Napoli,9,13,3,8,1,3,33,64,-1,3,A
25/09/2018,Inter,Fiorentina,11,11,3,8,2,1,48,44,2,0,H
26/09/2018,Atalanta,Torino,11,3,4,0,0,0,35,33,-2,0,D
26/09/2018,Cagliari,Sampdoria,10,10,2,5,0,0,28,33,0,1,D
26/09/2018,Genoa,Chievo,11,8,5,2,2,0,33,28,1,-3,H
26/09/2018,Juventus,Bologna,15,5,9,2,2,0,75,28,5,-2,H
26/09/2018,Napoli,Parma,20,2,8,0,3,0,64,18,3,-1,H
26/09/2018,Roma,Frosinone,18,8,13,3,4,0,60,18,-1,-4,H
26/09/2018,Udinese,Lazio,10,5,6,2,1,2,29,51,0,3,A
27/09/2018,Empoli,Milan,4,16,3,11,1,1,24,41,-3,0,D
27/09/2018,Spal,Sassuolo,6,10,2,5,0,2,25,35,-1,2,A
29/09/2018,Inter,Cagliari,12,4,8,1,2,0,48,28,3,-1,H
29/09/2018,Juventus,Napoli,14,9,9,6,3,1,76,63,5,1,H
29/09/2018,Roma,Lazio,10,11,7,5,3,1,60,51,0,3,H
30/09/2018,Bologna,Udinese,11,10,6,2,2,1,28,28,-1,-2,H
30/09/2018,Chievo,Torino,8,13,3,5,0,1,28,34,-3,1,A
30/09/2018,Fiorentina,Atalanta,6,11,4,4,2,0,45,35,0,-3,H
30/09/2018,Frosinone,Genoa,13,7,6,5,1,2,17,33,-5,1,A
30/09/2018,Parma,Empoli,7,10,3,6,1,0,20,24,1,-3,H
30/09/2018,Sassuolo,Milan,8,10,2,10,1,4,35,41,1,2,A
01/10/2018,Sampdoria,Spal,16,10,9,4,2,1,34,24,1,-3,H
05/10/2018,Torino,Frosinone,15,8,10,4,3,2,34,17,1,-5,H
06/10/2018,Cagliari,Bologna,8,10,5,4,2,0,28,28,-1,-1,H
06/10/2018,Empoli,Roma,11,7,4,4,0,2,23,60,-4,2,A
06/10/2018,Udinese,Juventus,5,13,4,7,0,2,28,76,-2,5,A
07/10/2018,Atalanta,Sampdoria,15,6,6,3,0,1,35,34,-3,1,A
07/10/2018,Genoa,Parma,20,7,13,5,1,3,33,21,1,3,A
07/10/2018,Lazio,Fiorentina,11,10,5,6,1,0,51,45,3,0,H
07/10/2018,Milan,Chievo,14,4,7,2,3,1,42,28,2,-4,H
07/10/2018,Napoli,Sassuolo,12,10,7,7,2,0,64,35,3,-1,H
07/10/2018,Spal,Inter,9,6,6,4,1,2,23,48,-3,3,A
20/10/2018,Juventus,Genoa,13,5,4,2,1,1,75,33,4,0,D
20/10/2018,Roma,Spal,13,5,9,5,0,2,60,25,1,-3,A
20/10/2018,Udinese,Napoli,7,9,4,4,0,3,28,64,-3,3,A
21/10/2018,Bologna,Torino,6,12,3,8,2,2,28,34,0,1,D
21/10/2018,Chievo,Atalanta,3,15,2,8,1,5,28,35,-5,-1,A
21/10/2018,Fiorentina,Cagliari,7,8,3,5,1,1,44,28,0,-1,D
21/10/2018,Frosinone,Empoli,5,15,4,10,3,3,17,23,-4,-3,D
21/10/2018,Inter,Milan,14,9,7,2,1,0,49,41,5,1,H
21/10/2018,Parma,Lazio,3,15,1,9,0,2,21,52,1,3,A
22/10/2018,Sampdoria,Sassuolo,7,7,2,2,0,0,34,34,1,0,D
27/10/2018,Atalanta,Parma,21,9,14,5,3,0,35,20,0,-1,H
27/10/2018,Empoli,Juventus,6,12,4,7,1,2,23,75,-3,4,A
27/10/2018,Torino,Fiorentina,12,8,4,5,1,1,34,44,2,-1,D
28/10/2018,Cagliari,Chievo,12,12,4,5,2,1,29,27,1,-5,H
28/10/2018,Genoa,Udinese,11,11,5,8,2,2,32,28,1,-4,D
28/10/2018,Milan,Sampdoria,8,3,7,2,3,2,42,34,2,1,H
28/10/2018,Napoli,Roma,18,7,6,5,1,1,64,59,2,2,D
28/10/2018,Sassuolo,Bologna,11,10,6,6,2,2,34,28,-1,-1,D
28/10/2018,Spal,Frosinone,10,5,5,4,0,3,25,18,-3,-2,A
29/10/2018,Lazio,Inter,11,13,4,7,0,3,51,49,1,5,A
31/10/2018,Milan,Genoa,19,7,10,2,2,1,42,32,3,-1,H
02/11/2018,Napoli,Empoli,19,8,13,4,5,1,64,23,2,-4,H
03/11/2018,Fiorentina,Roma,11,11,3,6,1,1,44,59,0,1,D
03/11/2018,Inter,Genoa,17,8,10,3,5,0,49,32,5,-3,H
03/11/2018,Juventus,Cagliari,11,4,5,3,3,1,76,28,4,0,H
04/11/2018,Bologna,Atalanta,9,12,5,6,1,2,28,36,-1,1,A
04/11/2018,Chievo,Sassuolo,1,8,1,4,0,2,27,35,-5,-1,A
04/11/2018,Lazio,Spal,18,5,11,3,4,1,52,24,1,-3,H
04/11/2018,Parma,Frosinone,9,9,1,1,0,0,20,18,0,-1,D
04/11/2018,Sampdoria,Torino,10,15,4,8,1,4,33,34,0,3,A
04/11/2018,Udinese,Milan,11,15,4,9,0,1,28,42,-4,3,A
09/11/2018,Frosinone,Fiorentina,5,16,3,10,1,1,18,43,0,-1,D
10/11/2018,Genoa,Napoli,8,13,3,7,1,2,32,64,-3,4,A
10/11/2018,Spal,Cagliari,8,11,4,3,2,2,24,28,-2,1,D
10/11/2018,Torino,Parma,12,11,4,7,1,2,34,22,1,0,A
11/11/2018,Atalanta,Inter,16,6,10,2,4,1,36,49,3,3,H
11/11/2018,Chievo,Bologna,12,12,6,6,2,2,27,27,-4,-2,D
11/11/2018,Empoli,Udinese,9,22,5,9,2,1,23,28,-2,-4,H
11/11/2018,Milan,Juventus,5,12,2,8,0,2,42,76,1,4,A
11/11/2018,Roma,Sampdoria,10,4,6,3,4,1,59,33,1,-2,H
11/11/2018,Sassuolo,Lazio,9,7,4,3,1,1,34,51,0,2,D
24/11/2018,Inter,Frosinone,25,5,14,4,3,0,49,17,3,0,H
24/11/2018,Juventus,Spal,12,8,8,1,2,0,76,23,4,-2,H
24/11/2018,Udinese,Roma,8,23,3,9,1,0,28,59,-2,-1,H
25/11/2018,Bologna,Fiorentina,8,11,4,6,0,0,27,43,-1,0,D
25/11/2018,Empoli,Atalanta,12,8,8,5,3,2,24,36,0,3,H
25/11/2018,Genoa,Sampdoria,10,6,5,2,1,1,32,33,-3,-3,D
25/11/2018,Lazio,Milan,16,9,6,4,1,1,51,42,1,2,D
25/11/2018,Napoli,Chievo,17,7,10,3,0,0,64,27,3,-3,D
25/11/2018,Parma,Sassuolo,10,12,4,5,2,1,23,34,0,0,H
26/11/2018,Cagliari,Torino,3,8,1,5,0,0,28,33,0,0,D
01/12/2018,Fiorentina,Juventus,12,9,7,6,0,3,43,76,-1,5,A
01/12/2018,Sampdoria,Bologna,8,8,6,4,4,1,33,27,-2,-2,H
01/12/2018,Spal,Empoli,9,13,5,8,2,2,23,24,-3,0,D
02/12/2018,Chievo,Lazio,5,19,2,7,1,1,27,51,-2,0,D
02/12/2018,Frosinone,Cagliari,25,18,11,7,1,1,17,28,0,0,D
02/12/2018,Milan,Parma,19,7,6,1,2,1,42,23,2,0,H
02/12/2018,Roma,Inter,15,16,6,7,2,2,59,49,0,2,D
02/12/2018,Sassuolo,Udinese,17,3,3,1,0,0,34,28,0,-1,D
02/12/2018,Torino,Genoa,23,8,10,2,2,1,34,31,1,-4,H
03/12/2018,Atalanta,Napoli,9,9,3,5,1,2,36,64,1,3,A
07/12/2018,Juventus,Inter,14,8,6,4,1,0,76,49,5,0,H
08/12/2018,Cagliari,Roma,10,14,5,7,2,2,27,58,-1,0,D
08/12/2018,Lazio,Sampdoria,20,4,11,3,2,2,50,33,1,-1,D
08/12/2018,Napoli,Frosinone,18,6,10,2,4,0,64,17,4,-2,H
09/12/2018,Empoli,Bologna,9,14,5,8,2,1,24,27,2,-3,H
09/12/2018,Genoa,Spal,6,16,3,7,1,1,31,22,-3,-2,D
09/12/2018,Milan,Torino,11,10,4,4,0,0,42,34,1,1,D
09/12/2018,Parma,Chievo,12,7,7,1,1,1,22,26,1,-1,D
09/12/2018,Sassuolo,Fiorentina,11,11,7,6,3,3,34,43,0,-1,D
09/12/2018,Udinese,Atalanta,5,12,2,4,1,3,28,36,-2,1,A
15/12/2018,Inter,Udinese,15,7,4,1,1,0,49,28,0,-2,H
15/12/2018,Torino,Juventus,5,7,3,4,0,1,33,76,-1,5,A
16/12/2018,Cagliari,Napoli,6,13,2,5,0,1,27,64,-1,4,A
16/12/2018,Fiorentina,Empoli,15,8,9,4,3,1,43,24,0,2,H
16/12/2018,Frosinone,Sassuolo,9,13,3,3,0,2,16,34,-3,0,A
16/12/2018,Roma,Genoa,14,11,7,8,3,2,58,31,1,-3,H
16/12/2018,Sampdoria,Parma,12,2,10,0,2,0,33,22,1,0,H
16/12/2018,Spal,Chievo,10,8,3,6,0,0,22,26,-1,0,D
17/12/2018,Atalanta,Lazio,4,11,2,3,1,0,36,50,1,-1,H
18/12/2018,Bologna,Milan,7,11,6,4,0,0,26,42,-2,0,D
22/12/2018,Chievo,Inter,6,9,3,3,1,1,26,49,0,1,D
22/12/2018,Empoli,Sampdoria,6,15,3,12,2,4,24,34,0,3,A
22/12/2018,Genoa,Atalanta,15,10,7,6,3,1,32,36,-1,-1,H
22/12/2018,Juventus,Roma,15,4,7,4,1,0,76,58,5,-1,H
22/12/2018,Lazio,Cagliari,15,9,10,5,3,1,50,27,0,-2,H
22/12/2018,Milan,Fiorentina,11,7,7,1,0,1,42,43,0,1,A
22/12/2018,Napoli,Spal,15,10,8,6,1,0,64,21,4,-2,H
22/12/2018,Parma,Bologna,7,5,1,2,0,0,21,26,-1,-2,D
22/12/2018,Sassuolo,Torino,11,4,6,3,1,1,34,33,0,0,D
22/12/2018,Udinese,Frosinone,9,10,1,6,1,1,27,16,-1,-3,D
26/12/2018,Atalanta,Juventus,10,10,6,3,2,2,36,76,0,4,D
26/12/2018,Bologna,Lazio,6,11,3,7,0,2,26,51,-3,1,A
26/12/2018,Cagliari,Genoa,12,10,7,4,1,0,28,31,-1,-2,H
26/12/2018,Fiorentina,Parma,16,3,7,2,0,1,43,23,0,-1,A
26/12/2018,Frosinone,Milan,11,16,5,8,0,0,16,41,-2,0,D
26/12/2018,Inter,Napoli,9,9,5,4,1,0,49,64,1,3,H
26/12/2018,Roma,Sassuolo,16,8,10,3,3,1,58,34,1,0,H
26/12/2018,Sampdoria,Chievo,10,7,6,1,2,0,34,26,4,-1,H
26/12/2018,Spal,Udinese,7,3,4,1,0,0,21,27,-1,-2,D
26/12/2018,Torino,Empoli,13,5,10,1,3,0,34,24,1,-2,H
29/12/2018,Chievo,Frosinone,9,12,3,4,1,0,26,15,0,-3,H
29/12/2018,Empoli,Inter,7,7,3,6,0,1,24,49,-3,2,A
29/12/2018,Genoa,Fiorentina,7,8,3,6,0,0,31,43,-1,1,D
29/12/2018,Juventus,Sampdoria,15,7,8,3,2,1,76,34,4,2,H
29/12/2018,Lazio,Torino,10,7,5,6,1,1,50,33,1,0,D
29/12/2018,Milan,Spal,11,9,6,4,2,1,42,21,0,-2,H
29/12/2018,Napoli,Bologna,14,10,9,4,3,2,64,26,3,-3,H
29/12/2018,Parma,Roma,3,19,2,8,0,2,22,59,-1,2,A
29/12/2018,Sassuolo,Atalanta,13,13,8,9,2,6,33,36,-1,2,A
29/12/2018,Udinese,Cagliari,19,4,7,1,2,0,28,27,-1,-2,H
19/01/2019,Inter,Sassuolo,8,11,4,6,0,0,49,33,3,-1,D
19/01/2019,Roma,Torino,11,8,9,3,3,2,59,33,3,-1,H
19/01/2019,Udinese,Parma,17,7,9,4,1,2,27,24,-1,0,A
20/01/2019,Cagliari,Empoli,13,9,3,4,2,2,27,23,-2,-4,D
20/01/2019,Fiorentina,Sampdoria,8,9,4,5,3,3,43,34,1,2,D
20/01/2019,Frosinone,Atalanta,5,14,3,8,0,5,15,37,-3,2,A
20/01/2019,Napoli,Lazio,17,13,13,9,2,1,64,50,3,0,H
20/01/2019,Spal,Bologna,13,12,9,6,1,1,20,26,-2,-2,D
21/01/2019,Genoa,Milan,13,9,7,7,0,2,31,42,-2,1,A
21/01/2019,Juventus,Chievo,19,7,11,3,3,0,76,26,4,-1,H
26/01/2019,Milan,Napoli,12,14,7,8,0,0,42,64,1,2,D
26/01/2019,Sampdoria,Udinese,14,6,9,0,4,0,34,27,2,-1,H
26/01/2019,Sassuolo,Cagliari,11,7,9,3,3,0,34,27,-1,-2,H
27/01/2019,Atalanta,Roma,14,7,6,5,3,3,37,59,1,2,D
27/01/2019,Bologna,Frosinone,8,4,2,4,0,4,25,16,-3,-1,A
27/01/2019,Chievo,Fiorentina,14,11,8,7,3,4,26,43,-2,1,A
27/01/2019,Lazio,Juventus,11,4,5,3,1,2,50,76,0,4,A
27/01/2019,Parma,Spal,9,15,5,6,2,3,23,22,0,-1,A
27/01/2019,Torino,Inter,7,9,4,4,1,0,34,49,1,1,H
28/01/2019,Empoli,Genoa,13,12,7,7,1,3,23,31,-4,0,A
02/02/2019,Empoli,Chievo,11,10,9,4,2,2,23,26,-3,-2,D
02/02/2019,Juventus,Parma,18,11,9,5,3,3,76,23,3,0,D
02/02/2019,Napoli,Sampdoria,18,8,14,2,3,0,64,34,2,0,H
03/02/2019,Genoa,Sassuolo,4,11,2,8,1,1,31,33,-1,-1,D
03/02/2019,Inter,Bologna,12,8,3,7,0,1,48,26,0,-2,A
03/02/2019,Roma,Milan,11,6,9,5,1,1,58,42,3,2,D
03/02/2019,Spal,Torino,8,5,1,1,0,0,21,33,0,1,D
03/02/2019,Udinese,Fiorentina,7,9,2,4,1,1,27,43,-1,0,D
04/02/2019,Cagliari,Atalanta,8,10,2,6,0,1,27,37,-2,3,A
04/02/2019,Frosinone,Lazio,9,11,4,5,0,1,16,50,-2,0,A
07/02/2019,Lazio,Empoli,8,3,4,1,1,0,50,23,0,-3,H
08/02/2019,Chievo,Roma,11,11,6,9,0,3,26,58,-2,3,A
09/02/2019,Fiorentina,Napoli,10,12,4,4,0,0,42,64,1,3,D
09/02/2019,Parma,Inter,6,13,2,7,0,1,23,49,-2,0,A
10/02/2019,Atalanta,Spal,8,5,5,3,2,1,37,21,4,-1,H
10/02/2019,Bologna,Genoa,7,9,4,6,1,1,26,31,-1,0,D
10/02/2019,Milan,Cagliari,17,7,10,3,3,0,42,27,3,-4,H
10/02/2019,Sampdoria,Frosinone,11,3,7,1,0,1,34,18,-2,-1,A
10/02/2019,Sassuolo,Juventus,9,10,2,5,0,3,33,76,-1,4,A
10/02/2019,Torino,Udinese,12,10,7,6,1,0,34,27,1,-2,H
15/02/2019,Juventus,Frosinone,11,7,8,1,3,0,76,17,4,-1,H
16/02/2019,Atalanta,Milan,12,6,5,3,1,3,37,42,2,3,A
16/02/2019,Cagliari,Parma,12,6,3,3,2,1,27,22,-2,-2,H
17/02/2019,Empoli,Sassuolo,7,5,6,2,3,0,23,33,-1,-1,H
17/02/2019,Genoa,Lazio,14,6,6,6,2,1,31,50,1,-1,H
17/02/2019,Inter,Sampdoria,14,6,7,2,2,1,49,34,0,-2,H
17/02/2019,Napoli,Torino,20,6,10,1,0,0,64,34,2,1,D
17/02/2019,Spal,Fiorentina,6,15,4,9,1,4,21,43,-1,2,A
17/02/2019,Udinese,Chievo,11,13,7,9,1,0,27,26,-2,-4,H
18/02/2019,Roma,Bologna,9,14,4,10,2,1,59,26,3,-1,H
22/02/2019,Milan,Empoli,10,4,7,1,3,0,42,23,3,-2,H
23/02/2019,Frosinone,Roma,9,7,5,5,2,3,17,59,-1,3,A
23/02/2019,Torino,Atalanta,11,9,7,4,2,0,34,37,3,0,H
24/02/2019,Bologna,Juventus,13,5,4,4,0,1,25,76,-2,4,A
24/02/2019,Chievo,Genoa,8,6,5,2,0,0,26,31,-3,2,D
24/02/2019,Fiorentina,Inter,10,7,2,6,3,3,42,49,2,0,D
24/02/2019,Parma,Napoli,8,14,2,5,0,4,22,64,-4,2,A
24/02/2019,Sampdoria,Cagliari,9,8,6,1,1,0,34,27,-1,-3,H
